timestamp,offset_segundos,usuario,nome,sentimento,confianca,comentario
1:53,113,iceraptron,iceraptron,positivo,1.0,pro baka é boa noite
1:56,116,zordep21,zOrdep21,neutro,1.0,Bouaaa baka
2:00,120,yurifukuhara,yurifukuhara,engraçado,1.0,@yumemorreu Kkkkk
2:01,121,rengako__,rengako__,confuso,1.0,ele tá no Japão???
2:05,125,xdraphael1996,xdraphael1996,neutro,1.0,Ela vai sair na madruga mesmo
2:09,129,corteiz__,corteiz__,neutro,1.0,do desconfiado de q ele n volta mais n hein
2:10,130,xdraphael1996,xdraphael1996,neutro,1.0,Ele*
2:13,133,jambinho25,jambinho25,confuso,1.0,Ele voltou pro Japão??
2:13,133,buthjaum,ButhJaum,confuso,1.0,O cara vai meter o ''becos japoneses'' EAD ? asuhsahusahusahusuah
2:15,135,joaofrussciante,joaofrussciante,positivo,1.0,"opa bom dia, vendo esso bocó e assistindo F1"
2:17,137,pskaren,pskaren,neutro,1.0,cadê o guey
2:21,141,yukizinhojp,yukizinhojp,neutro,1.0,baka seu hentai do beco
2:27,147,yurifukuhara,yurifukuhara,engraçado,1.0,"Não, não praça da sé... kkk zoas"
2:28,148,natie_martins,natie_martins,engraçado,1.0,Aaah nem brinca!!! Não to botando fé q ele voltou!!!
2:30,150,aizenr6ss,aizenr6ss,neutro,1.0,buabuabua
2:34,154,iceraptron,iceraptron,neutro,1.0,ele volta pro br disse q fica so mais ou menos um mês
2:35,155,ojuarameteuodedo,OJUARAmeteuOdedo,engraçado,1.0,Becos da liberdade kkkk
2:39,159,jettasz,jettasz,neutro,1.0,saudades lives noturnas
2:40,160,pskaren,pskaren,neutro,1.0,@ButhJaum ele tá no japão
2:47,167,arckfaelzin,arckfaelzin,neutro,1.0,Oie barca
2:50,170,joaov2512,joaov2512,engraçado,0.5,Ah sim o Bala apenas transcendeu a matéria e aprendeu a chegar no NIPON.
2:53,173,aizenr6ss,aizenr6ss,neutro,1.0,Live diretamente de guarulhos
2:54,174,kyry7i,kyry7i,positivo,1.0,Bom dia
2:58,178,riperoso,Riperoso,confuso,1.0,Baka nao quer comprar um civic 2006 automatico que ta na oficina nao?
2:58,178,gold_01252,gold_01252,confuso,1.0,Vídeo novo quando?
3:00,180,palhaco7,palhaco7,neutro,1.0,Olha só
3:06,186,buthjaum,ButhJaum,neutro,1.0,"@pskaren Ahhh ai sim, pq marcou a July achei que ia reagir aos vídeos dela ashusahusauhsahu"
3:08,188,xdraphael1996,xdraphael1996,engraçado,1.0,brinca com nós não zé
3:09,189,gold_01252,gold_01252,engraçado,1.0,Live no interior de Piauí
3:14,194,lucioleal_,lucioleal_,neutro,1.0,@joaov2512 ou so pegou um avião mesmo
3:15,195,pharelinguisa,pharelinguisa,positivo,1.0,bom dia mano
3:19,199,thalessalbego,thalessalbego,positivo,1.0,"salve Baka, só não esquece do canal do YouTube"
3:21,201,yukizinhojp,yukizinhojp,neutro,1.0,PopNemo
3:27,207,samorano_,samorano_,neutro,1.0,Becos japoneses diretamente do Google Maps
3:29,209,essenickpode,essenickpode,positivo,1.0,bom dia chat
3:41,221,arckfaelzin,arckfaelzin,neutro,1.0,Saudades
3:44,224,iceraptron,iceraptron,neutro,1.0,geoguesser nos becos do Japão
3:46,226,saint__luiz,Saint__Luiz,engraçado,1.0,"Você voltou mesmo, achei que era zoeira."
3:49,229,aizenr6ss,aizenr6ss,positivo,1.0,bomdiabomdia
3:53,233,p3dro,p3dro,engraçado,1.0,p3dro subscribed at Tier 1.
3:56,236,bergzinon,bergzinon,confuso,1.0,vai ficar quantos dias?
3:56,236,muttanofc,MuttanOfc,neutro,1.0,"deixa o vod salvo aí, tô vendo F1 krai"
3:58,238,mateusrangel0,mateusrangel0,positivo,1.0,bom dia!
4:05,245,tonio084,tonio084,neutro,1.0,PogChamp
4:06,246,riperoso,Riperoso,neutro,1.0,Sommelier de beco de volta em seu habitat
4:07,247,lucioleal_,lucioleal_,confuso,1.0,Vocês não viram a ultima live ?
4:10,250,joaov2512,joaov2512,confuso,1.0,Alguém no chat tem interesse em comprar uma CG 150??? está sem documento.  Usar apenas na roça ou para fuga
4:16,256,tobleroneopicional,tobleroneopicional,positivo,1.0,CEDAO MANÉ BOM DIA
4:21,261,joaov2512,joaov2512,neutro,1.0,5000 mil reais a vista
4:23,263,rengako__,rengako__,neutro,1.0,baka não tá interessado no meu clube de swing pra pessoas com micro penis
4:27,267,sylv_vtbr,sylv_vtbr,neutro,1.0,@tobleroneopicional pra gente ne
4:35,275,humildogante,humildogante,neutro,1.0,Olá galera
4:50,290,natie_martins,natie_martins,confuso,1.0,Como assim? O q rolou na ultima live?
4:51,291,wesleyp2p,wesleyp2p,positivo,1.0,Bom dia
4:54,294,yukizinhojp,yukizinhojp,positivo,1.0,cadê seu rostoooo lindoooooooo baka
4:54,294,atereza01,atereza01,neutro,1.0,sdd baka faz tempo q n te vejo
4:57,297,tonio084,tonio084,neutro,1.0,Tenho um marea pra fazer negocio
4:58,298,kegann999,Kegann999,positivo,0.5,Kegann999 subscribed with Prime. They've subscribed for 3 months! boa noite baka gaijin
5:05,305,sylv_vtbr,sylv_vtbr,neutro,1.0,oloko collab cm a jullynha agr q eu vi
5:10,310,ananonymousgifter,AnAnonymousGifter,neutro,1.0,AnAnonymousGifter is gifting 1 Tier 1 Subs to BakaGaijinLive's community!
5:11,311,ananonymousgifter,AnAnonymousGifter,neutro,1.0,An anonymous user gifted a Tier 1 sub to Lin1v9!
5:11,311,paulo_930,paulo_930,neutro,1.0,Opa
5:29,329,bruhno_arts,Bruhno_Arts,neutro,1.0,SUBtember
5:29,329,le_carneiro,le_carneiro,frustrado,1.0,@natie_martins ele não tankou o bostil e voltou pro Japão
5:34,334,atereza01,atereza01,neutro,1.0,(8)
5:38,338,samorano_,samorano_,neutro,1.0,Ó u bait
5:40,340,aizenr6ss,aizenr6ss,neutro,1.0,FrankerZ FrankerZ
5:40,340,humildogante,humildogante,positivo,1.0,Que lindo
5:42,342,rengako__,rengako__,neutro,1.0,kami sama
5:43,343,wesleyp2p,wesleyp2p,confuso,1.0,Cadê a live da julynha também?
5:43,343,humildogante,humildogante,neutro,1.0,t0neroW t0neroW t0neroW t0neroW t0neroW
5:44,344,riperoso,Riperoso,neutro,1.0,Baka transcendeu aos ceus
5:44,344,zulbaka,zulbaka,engraçado,1.0,Kkkkkkkkkkkk
5:51,351,coxinhaa04,coxinhaa04,neutro,1.0,DinoDance
5:51,351,atereza01,atereza01,positivo,1.0,foda
5:55,355,aizenr6ss,aizenr6ss,neutro,1.0,paz
5:56,356,gabyusz,gabyusz,neutro,1.0,Live cedinho
5:57,357,thrillerzs,thrillerzs,positivo,1.0,Yes baby camon
5:57,357,natie_martins,natie_martins,neutro,1.0,Aaacara não ro acreditando!!!!
5:59,359,gabyusz,gabyusz,neutro,1.0,Slk
6:02,362,pablovisilva,pablovisilva,neutro,1.0,@le_carneiro Ngm tanka o bostil
6:04,364,tobleroneopicional,tobleroneopicional,positivo,1.0,O BRABO ESTÁ ENTRE NÓS
6:05,365,ayanmelo,ayanmelo,confuso,1.0,"ue, cheguei agora, ta acabando ou nem começou?"
6:06,366,tonio084,tonio084,positivo,1.0,bakagaPikasafado
6:09,369,ebuzz250,Ebuzz250,engraçado,1.0,Ebuzz250 subscribed at Tier 1. They've subscribed for 17 months!
6:10,370,o___fortuna,o___fortuna,confuso,1.0,Ele voltou voltando ou só tá visitando ?
6:11,371,yukizinhojp,yukizinhojp,engraçado,1.0,baka paz interior
6:13,373,zkote28,zkote28,neutro,1.0,fala baka
6:18,378,caua26k_,caua26k_,neutro,1.0,Obaaaaa
6:18,378,riperoso,Riperoso,confuso,1.0,"Baka envelheceu bastante em pouco tempo hein, é de hj essa foto?"
6:19,379,yumemorreu,yumemorreu,neutro,1.0,confucio type beat
6:20,380,carolina_yubari,Carolina_Yubari,neutro,1.0,ele chegou pra alegrar meu dia
6:21,381,gabyusz,gabyusz,neutro,1.0,Nunca cou sabe se ta começando ou acabando
6:24,384,kegann999,Kegann999,neutro,1.0,bakagaPiu
6:30,390,daikii_zzz,daikii_zzz,positivo,1.0,Salve EarnedIt EarnedIt
6:31,391,joaov2512,joaov2512,positivo,0.5,"Que senhor lindo, lindo, lindo. Inclusive ele está no primeiro estágio quando se transcende a materia"
6:34,394,wesleyp2p,wesleyp2p,neutro,1.0,Abra a live julynha
6:34,394,yukizinhojp,yukizinhojp,neutro,1.0,TwitchConHYPE
6:37,397,lostcaco,LostCaco,neutro,1.0,@gabyusz tá sempre acabando
6:40,400,bredyyyp,Bredyyyp,engraçado,1.0,"""MININU"" KKKKK"
6:41,401,aizenr6ss,aizenr6ss,neutro,1.0,cade o cavalo
6:41,401,rengako__,rengako__,neutro,1.0,parece memo um paneleiro
6:42,402,bakalovee,bakalovee,neutro,1.0,Eae
6:49,409,fiftycentcoreano,fiftycentcoreano,neutro,1.0,Yo Guten Morgen
6:49,409,thrillerzs,thrillerzs,engraçado,1.0,Vai abrir a Live pelado pelo clima da musica
6:52,412,coolmelado,coolmelado,neutro,1.0,BAKA CHAN
6:53,413,cuse_co,cuse_co,neutro,1.0,cuse_co watched 3 consecutive streams and sparked a watch streak!
6:54,414,wesleykolomar_br,wesleykolomar_br,neutro,1.0,na Hora da Formula 1 meu chapa calma lá
6:56,416,marteeww,marteeww,neutro,1.0,cheguei na hr hj amem
6:56,416,bhrayan77,Bhrayan77,neutro,1.0,Baka senior
6:57,417,davison_1st,davison_1st,confuso,1.0,@o___fortuna pelo o que eu me lembro ele disse que vai ficar um tempo no Japão e depois vai voltar pro Brasil
7:00,420,yukizinhojp,yukizinhojp,engraçado,1.0,deixa o cara goza primeiro chat
7:08,428,aizenr6ss,aizenr6ss,neutro,1.0,Sem cavalo sem like
7:12,432,yurifukuhara,yurifukuhara,neutro,1.0,Shush
7:20,440,x1rapha,x1rapha,confuso,1.0,Já ta podendo?
7:21,441,luukzits,luukzits,engraçado,1.0,sabia que ele ia abrir live de manhã
7:24,444,arckfaelzin,arckfaelzin,neutro,1.0,Essa intro é a definição de cortisol baixo
7:26,446,pulchram12,pulchram12,neutro,1.0,allpac2Danc2
7:26,446,devcurumin,DevCurumin,confuso,1.0,Baka radio?
7:28,448,carolina_yubari,Carolina_Yubari,neutro,1.0,musica de por#zão
7:33,453,aizenr6ss,aizenr6ss,neutro,1.0,@yukizinhojp So meio dia amigo
7:35,455,reis_bohnen,reis_bohnen,confuso,1.0,olá @BakaGaijinLive vc saiu do japao? eu só recebi esse recado umas hrs atrás...é vdd?
7:36,456,pulchram12,pulchram12,neutro,1.0,sushid17Lowcortisol
7:40,460,jojorafaela,jojorafaela,positivo,1.0,Bom dia bom dia
7:44,464,atereza01,atereza01,neutro,1.0,ta assim ne
7:47,467,atereza01,atereza01,neutro,1.0,por isso a demora
7:48,468,ryuu_nxs,Ryuu_NxS,neutro,1.0,cara é esperto vai fzr 1h de live só na tela de espera
7:50,470,aizenr6ss,aizenr6ss,neutro,1.0,Cavalo
7:53,473,riperoso,Riperoso,neutro,1.0,Dia q o Baka foi pescar essa dai
7:54,474,pablovisilva,pablovisilva,neutro,1.0,Cavalo
7:54,474,tobleroneopicional,tobleroneopicional,neutro,1.0,BORAAAAAAAAAAAAAA
7:57,477,jojorafaela,jojorafaela,positivo,1.0,"Bom dia, pra quem nos quer bem"
8:03,483,luukzits,luukzits,neutro,1.0,"@reis_bohnen ele foi pra tailandia, se perdeu no caminho das ladyboy"
8:05,485,tobleroneopicional,tobleroneopicional,neutro,1.0,DAQUI A POUCO É O CRAQUITO NETO
8:08,488,xkayoowo,xKAYOowo,neutro,1.0,ChillGirl ChillGirl
8:09,489,rengako__,rengako__,neutro,1.0,@aizenr6ss inflação
8:12,492,redwinepie,redwinepie,confuso,1.0,É ao vivo essa live ?
8:20,500,atereza01,atereza01,neutro,1.0,live de meditação
8:22,502,thrillerzs,thrillerzs,confuso,1.0,Tá tendo que extender a intro pq ta no fight no banheiro
8:23,503,iceraptron,iceraptron,neutro,1.0,é rerun
8:25,505,pulchram12,pulchram12,neutro,1.0,"Live daora, pena que é rerun"
8:28,508,reis_bohnen,reis_bohnen,neutro,1.0,@Ryuu_NxS talvez tá preparando equipamentos
8:31,511,ayanmelo,ayanmelo,confuso,1.0,essa foto do baka pescando foi no Brasil ou no Japão?
8:32,512,aizenr6ss,aizenr6ss,confuso,1.0,um cavalo cagando não quer guerra com ninguem
8:33,513,maikon7501,maikon7501,neutro,1.0,@pulchram12 bane esse mod da sushi
8:36,516,felipe__25,Felipe__25,neutro,1.0,Rerun essa hora da manhã
8:39,519,xxlukejajaxxx,xxlukejajaxxx,positivo,1.0,Boaaa
8:40,520,felipe__25,Felipe__25,positivo,1.0,Ai é foda
8:41,521,yumemorreu,yumemorreu,neutro,1.0,rerun de lofi vsfd baka
8:41,521,x1rapha,x1rapha,confuso,1.0,Que hrs é o punhetasso hj?
8:42,522,mallsii,Mallsii,neutro,1.0,ayyyleTotodileDance
8:42,522,xkayoowo,xKAYOowo,confuso,1.0,É reunião?
8:44,524,luiz_alvesx,luiz_alvesx,neutro,1.0,Baka virou a lofi-girl
8:44,524,gabriel124455566666666,gabriel124455566666666,confuso,1.0,Voltou pro Japão?
8:44,524,lostcaco,LostCaco,neutro,1.0,vapor wave
8:46,526,joaov2512,joaov2512,engraçado,1.0,Nooooosa esse pocoto na privada conhece o significado de predicados.  Aposto a CG 150 QUE ESTOU VENDENDO.
8:49,529,reis_bohnen,reis_bohnen,neutro,1.0,@luukzits deve ser fofoca da internet
8:50,530,marcuoveio,marcuoveio,neutro,1.0,Red nipples
8:51,531,pulchram12,pulchram12,neutro,1.0,10 minutos esperando krl
8:56,536,natie_martins,natie_martins,positivo,0.5,"Vamos voltar a piscar o uc em família, do alto dos prédios!?"
8:59,539,thrillerzs,thrillerzs,neutro,1.0,12h punhetaço
9:00,540,daikii_zzz,daikii_zzz,neutro,1.0,COMEÇA LOGO BAKA ORR
9:02,542,vots35,vots35,positivo,1.0,aí é foda ter que escolher a Formula 1 ou o baka
9:02,542,redwinepie,redwinepie,confuso,1.0,Então é rerun? Oq é rerun? É tipo replay
9:09,549,bruhno_arts,Bruhno_Arts,neutro,1.0,Squid1 Squid2 Squid3 Squid2 Squid4
9:09,549,hectree3,HecTree3,confuso,1.0,Vai começar nao ?
9:10,550,tobleroneopicional,tobleroneopicional,neutro,1.0,CADE O CRAQUITO NETO
9:16,556,sedwil,sedwil,confuso,0.667,Oxe voltamos a ter lives ???
9:17,557,lostcaco,LostCaco,neutro,1.0,a nova vibe do canal: vaporwave
9:25,565,tiimoz,tiimoz,neutro,1.0,live da intro
9:29,569,xkayoowo,xKAYOowo,neutro,1.0,"É rerun, claro"
9:30,570,pulchram12,pulchram12,neutro,1.0,Live começa nunca 🔥🔥🔥
9:36,576,xkayoowo,xKAYOowo,neutro,1.0,ChillGirl ChillGirl
9:37,577,thrillerzs,thrillerzs,neutro,1.0,Ele Ta lavando a mão gente calma
9:37,577,tiimoz,tiimoz,neutro,1.0,cadê tu seu canalha izurafDancinha
9:43,583,devcurumin,DevCurumin,neutro,1.0,PUNHETASSO PRA COMECAR A LIVE! JA!
9:45,585,l7ucas_bueno,l7ucas_bueno,neutro,1.0,Olá
9:45,585,smackdowntr,SmackDownTR,frustrado,1.0,"anda cara, nao sou puta nao, tu nao alugou hora comigo nao, inicia ai meu irmao"
9:46,586,riperoso,Riperoso,neutro,1.0,Teve q ir no banheiro de ultima hora
9:46,586,palhaco7,palhaco7,neutro,1.0,Rerun fácil pegou live de 2022
9:48,588,k0teii,k0tEii,neutro,1.0,mwayfrCatchips
9:51,591,fliesbynight,FliesByNight,neutro,1.0,fliesbJjkdance
9:52,592,wesleykolomar_br,wesleykolomar_br,positivo,1.0,@vots35 né foda. quando eu via ele a 3 anos era essas hora não
9:53,593,brunocnn,brunocnn,neutro,1.0,Ta lavando o pau na pia
9:56,596,iceraptron,iceraptron,neutro,1.0,"agora ele é expert em intro, ex becologo e ex deskstremaer"
9:56,596,leopaju,leopaju,confuso,1.0,Ele voltou a morar no Japão pessoal?
9:57,597,otirik19,OTIRIK19,neutro,1.0,eu quero saber se agora eu estou assistindo um live de lofi
9:58,598,ayanmelo,ayanmelo,neutro,1.0,live de estação de radio
10:01,601,aizenr6ss,aizenr6ss,neutro,1.0,Os jovens não sabem apreciar um cavalo pescando
10:03,603,sedwil,sedwil,positivo,0.5,Live que e bom não quer começar né
10:06,606,luiz_alvesx,luiz_alvesx,neutro,1.0,@vots35 vou ver f1
10:09,609,atereza01,atereza01,neutro,1.0,q demora amigo vc é um amigo
10:09,609,guiispray,GuiiSpray,neutro,1.0,slk insana essa live
10:11,611,icki626,icki626,neutro,1.0,Chegay
10:11,611,redwinepie,redwinepie,neutro,1.0,Eu to vendo a F1
10:14,614,lostcaco,LostCaco,neutro,1.0,@brunocnn lavando a costura
10:17,617,fliesbynight,FliesByNight,neutro,1.0,@leopaju casou com julynha e tá lá agora
10:18,618,aizenr6ss,aizenr6ss,neutro,1.0,Homens sem cultura
10:21,621,wesleykolomar_br,wesleykolomar_br,neutro,1.0,Oi
10:21,621,daikii_zzz,daikii_zzz,neutro,1.0,Aee
10:21,621,kthyosu,kthyosu,neutro,1.0,opa
10:22,622,alpharius_456,Alpharius_456,neutro,1.0,oia so
10:22,622,thrillerzs,thrillerzs,neutro,1.0,Lofi hip hoje Asian
10:22,622,atereza01,atereza01,neutro,1.0,mdsc
10:22,622,rengako__,rengako__,neutro,1.0,opaaaaa
10:24,624,carolina_yubari,Carolina_Yubari,neutro,1.0,ai lindão
10:24,624,lrsf2,LRSF2,neutro,1.0,opa
10:24,624,x1rapha,x1rapha,neutro,1.0,Aeeeeeeeee
10:25,625,zenith_2xko,zenith_2xko,neutro,1.0,oi
10:25,625,tobleroneopicional,tobleroneopicional,neutro,1.0,PRA QUEM ESTÁ PERGUNTANDO E NÃO ESTEVE PRESENTE NA ULTIMA LIVE ELE VOLTOU AO JAPÃO A PASSEIO
10:27,627,pablovisilva,pablovisilva,positivo,1.0,Q lindo
10:28,628,wesleyp2p,wesleyp2p,neutro,1.0,Opa baka
10:28,628,kanabardo,kanabardo,positivo,1.0,bakagaPikagasm
10:28,628,tomiso9001,TomISO9001,neutro,1.0,Aaeee
10:28,628,xenohfanes,xenohfanes,engraçado,0.5,Começou agr ou já caiu essa patifaria?
10:29,629,strikewolf5,strikewolf5,neutro,1.0,Mais uma live o home
10:29,629,sedwil,sedwil,positivo,1.0,Lindoooooooo
10:29,629,yviniss,yviniss,confuso,1.0,Ta vesgo??????
10:30,630,redwinepie,redwinepie,confuso,1.0,Vcs também F1?
10:30,630,riperoso,Riperoso,inspirado,1.0,Idoso aprendendo a lidar com a tecnologia
10:31,631,vots35,vots35,inspirado,1.0,@wesleykolomar_br logo em gp novo ele faz live
10:32,632,palhaco7,palhaco7,neutro,1.0,Nu
10:32,632,bruhno_arts,Bruhno_Arts,neutro,1.0,Tá aonde tio
10:33,633,vcsabquem_,vcsabquem_,confuso,1.0,live gravada?
10:33,633,akira_coffee_,Akira_Coffee_,neutro,1.0,oi baka
10:34,634,l4wert,L4wert,neutro,1.0,ó o caba lá
10:34,634,henrique_lzz,henrique_lzz,positivo,1.0,Salve gts
10:34,634,pulchram12,pulchram12,neutro,1.0,Finalmente
10:34,634,arckfaelzin,arckfaelzin,neutro,1.0,bakagaLovebeco
10:35,635,rengako__,rengako__,neutro,1.0,bora caralhoo
10:37,637,tiimoz,tiimoz,neutro,1.0,apareceu
10:37,637,zenith_2xko,zenith_2xko,neutro,1.0,calvo
10:38,638,otirik19,OTIRIK19,positivo,0.333,"oi loirinha gostosa de oculos, ta solteira ?"
10:38,638,k0teii,k0tEii,neutro,1.0,mwayfrCatchips mwayfrCatchips
10:38,638,ryuu_nxs,Ryuu_NxS,neutro,1.0,PopNemo PopNemo PopNemo
10:39,639,tobleroneopicional,tobleroneopicional,neutro,1.0,OPAAAAAAAA OLHA ELE AÍ
10:39,639,sedwil,sedwil,neutro,1.0,Engravida minha mãeeeeeee
10:40,640,leopaju,leopaju,confuso,1.0,Ele tá morando no Japão de novo gente?
10:41,641,sofrie_,sofrie_,engraçado,1.0,DoritosChip
10:42,642,palhaco7,palhaco7,neutro,1.0,Vira a câmera aí na moral
10:42,642,fliesbynight,FliesByNight,positivo,1.0,"""Bom..."""
10:43,643,dalton_olivera,dalton_olivera,positivo,1.0,Boa noite Baka
10:43,643,wesleyp2p,wesleyp2p,confuso,1.0,Cadê a julynha?
10:45,645,gabrelnascimento,gabrelnascimento,neutro,1.0,eae cabeça de cu
10:45,645,ponponpopuri,ponponpopuri,neutro,1.0,bakaaaaaa
10:46,646,wesleykolomar_br,wesleykolomar_br,neutro,1.0,sumi masen
10:46,646,pulchram12,pulchram12,confuso,1.0,???
10:46,646,samorano_,samorano_,neutro,1.0,"Desgraaaça de Baka, ou Baka, Respeita o Baka"
10:47,647,atereza01,atereza01,neutro,1.0,pelado e de oculos
10:47,647,urimash_0,urimash_0,neutro,1.0,crlh baka mais bonito q nunca
10:47,647,rengako__,rengako__,neutro,1.0,Portugal fdp
10:49,649,alpharius_456,Alpharius_456,neutro,1.0,cade a julinha
10:49,649,yviniss,yviniss,frustrado,1.0,Fez merda pqpppp
10:50,650,vcsabquem_,vcsabquem_,confuso,1.0,ué
10:50,650,chicobotico1,chicobotico1,neutro,1.0,Apareceu pro punhetaço
10:51,651,wesleykolomar_br,wesleykolomar_br,neutro,1.0,TAXADO
10:51,651,carmeziin,carmeziin,confuso,1.0,Esse céu cinza é chuva é?
10:51,651,atereza01,atereza01,engraçado,1.0,kkkkkkkkk q rolou
10:52,652,carolina_yubari,Carolina_Yubari,neutro,1.0,levou bronca ao vivo!!!!1
10:52,652,pulchram12,pulchram12,neutro,1.0,Quem é essa veia ai
10:53,653,daikii_zzz,daikii_zzz,confuso,1.0,Oxi
10:53,653,kthyosu,kthyosu,confuso,1.0,que isso
10:54,654,thrillerzs,thrillerzs,engraçado,1.0,Professor Bala kkk
10:54,654,reis_bohnen,reis_bohnen,neutro,1.0,chines
10:55,655,riperoso,Riperoso,neutro,1.0,Tomando esporro ao vivo
10:56,656,henrique_lzz,henrique_lzz,neutro,1.0,Mim dá um irmão
10:57,657,smackdowntr,SmackDownTR,frustrado,0.5,ja começou tomando apavoro de uma tia ? pqp
10:57,657,ponponpopuri,ponponpopuri,engraçado,1.0,kkkkkkkkkkkkkk
10:57,657,wesleykolomar_br,wesleykolomar_br,engraçado,0.5,Taxado ao vivo?? kkkkkkkkkkkkkk
10:57,657,tiimoz,tiimoz,neutro,1.0,já vai tomando
10:58,658,strikewolf5,strikewolf5,neutro,1.0,VOLTA A FAZER COMPILADO DA LIVE NO YOUTUBE
10:58,658,otirik19,OTIRIK19,neutro,1.0,ja começou tomando esporro
10:58,658,samorano_,samorano_,neutro,1.0,E não é que o homem foi mesmo
10:59,659,ryuu_nxs,Ryuu_NxS,neutro,1.0,bota a legenda
11:00,660,zenith_2xko,zenith_2xko,neutro,1.0,ja chegou tomando chamada
11:00,660,palhaco7,palhaco7,neutro,1.0,Isso é hora de ver caba não
11:00,660,zulbaka,zulbaka,engraçado,1.0,Baka nerd existe kkkk
11:00,660,haykkj,Haykkj,engraçado,1.0,do nd kkkkk
11:00,660,ayanmelo,ayanmelo,neutro,1.0,levou esporro
11:00,660,gabriel__00000,GaBrIeL__00000,confuso,1.0,OXI KAKAKAKAKAKKA
11:02,662,yumemorreu,yumemorreu,neutro,1.0,fala tarado
11:03,663,douglaswcamargo,douglaswcamargo,engraçado,0.5,O SACO TRA GRISALHO TBM?
11:04,664,gabriel124455566666666,gabriel124455566666666,engraçado,1.0,Jkkkkkkkkkk
11:05,665,abochansama,abochansama,confuso,1.0,Ja começou a resenha?
